FID,codmun,codmundv,uf,nome_mun,ric01,ric02,ric03,ric04,ric05,ric06,ric07,ric08,ric09,ric10,ric11,ric12,ric13,ric14,ric15,ric16,ric17,ric18,ric19,ric20,ric21,ric22,ric23,ric24,ric25,ric26,ric27,ric28,ric29,ric30,ric31,ric32,ric33,ric34,ric35,ric36,ric37,ric38,ric39,ric40,ric41,ric42,ric43,ric44,ric45,ric46,ric47,ric48,ric49,ric50,ric51,ric52,ric53,ric54,ric55,ric56,ric57,ric58,ric59,ric60,ric61,ric62,ric63,ric64,ric65,ric66,ric67,ric68,ric69,ric70,ric71,ric72,ric73,ric74,ric75,the_geom
HierarquiaUrbana_Regic2007.3133,313540,3135407,MG,Jeceaba,5892,235.603,17485.944,3162.86,1967.127,11641.366,6029.064,714.591,5,Centro Local,,,Município Subordinado,0,,0,0,0,20,27.777778,5,19,12.025316,5,39,16.956522,6,1,1,158,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,3.394433,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-43.98342170160599 -20.535481845796166)
HierarquiaUrbana_Regic2007.3134,316245,3162450,MG,São João das Missões,10769,675.089,21925.58,2171.814,2534.653,16783.34,12471.627,435.773,5,Centro Local,,,Município Subordinado,0,,0,0,0,13,18.055556,6,4,2.531646,6,17,7.391304,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-44.09140958971757 -14.884449730208406)
HierarquiaUrbana_Regic2007.3135,313535,3135357,MG,Japonvar,8232,376.371,19042.841,2058.538,2093.5,14236.15,8903.241,654.653,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,11,6.962025,6,25,10.869565,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,1,f,0,,0,,0,,0,,0,,5,f,1,f,não,POINT (-44.270413263604965 -15.99545600630147)
HierarquiaUrbana_Regic2007.3136,310640,3106408,MG,Belo Vale,7267,365.437,30817.76,5518.307,4185.917,18662.121,8630.171,2451.415,5,Centro Local,,,Município Subordinado,0,,0,0,0,19,26.388889,6,39,24.683544,5,58,25.217391,6,1,0,1405,8,0,0,0,0,0,0,0,0,1,1,69,6,0,,,0,0,0,2,2.752167,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.02442170577213 -20.408481079928553)
HierarquiaUrbana_Regic2007.3137,210070,2100709,MA,Anajatuba,23941,1116.947,51120.208,20509.521,3484.344,26302.736,17713.615,823.607,5,Centro Local,,,Município Subordinado,0,,0,0,0,13,18.055556,6,10,6.329114,6,23,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,6,6,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.620400799229024 -3.2643705538249526)
HierarquiaUrbana_Regic2007.3138,210975,2109759,MA,Santa Filomena do Maranhão,5526,403.849,17168.31,9628.344,855.316,6492.132,3965.891,192.518,5,Centro Local,,,Município Subordinado,0,,0,0,0,4,5.555556,6,2,1.265823,6,6,2.608696,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.56140152156926 -5.50138696030331)
HierarquiaUrbana_Regic2007.3139,291077,2910776,BA,Feira da Mata,6328,1655.819,22491.445,9956.7,1374.549,10485.986,6316.131,674.21,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,6,3.797468,6,24,10.434783,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,31,0,0,0,0,0,,0,,0,,0,,2,f,0,,0,,0,,0,,sim,POINT (-44.281409910051956 -14.207445287711614)
HierarquiaUrbana_Regic2007.3140,315940,3159407,MG,Santa Rita de Ibitipoca,3747,324.07,16823.394,5267.092,2309.911,8619.146,4909.199,627.245,5,Centro Local,,,Município Subordinado,0,,0,0,0,9,12.5,6,7,4.43038,6,16,6.956522,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-43.91542401985183 -21.56348732920804)
HierarquiaUrbana_Regic2007.3141,211150,2111508,MA,São Mateus do Maranhão,38045,783.224,72162.119,14492.374,7183.724,48012.306,24156.996,2473.715,5,Centro Local,,,Município Subordinado,0,,0,0,0,26,36.111111,5,27,17.088608,5,53,23.043478,6,2,2,4396,8,1,1,0,0,0,0,0,0,2,1,91,6,0,,,0,0,0,1,0.262847,11,6,0,0,0,0,,1,f,0,,0,,0,,0,,1,f,0,,0,,,POINT (-44.47039994737107 -4.0403763721571435)
HierarquiaUrbana_Regic2007.3142,311650,3116506,MG,Claro dos Poções,8131,705.965,31322.67,12540.454,2105.391,15597.751,8458.806,1079.074,5,Centro Local,,,Município Subordinado,0,,0,0,0,17,23.611111,6,15,9.493671,6,32,13.913043,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,1,f,0,,0,,0,,0,,0,,não,POINT (-44.209415069851445 -17.08046240693408)
HierarquiaUrbana_Regic2007.3143,312940,3129400,MG,Ibertioga,5057,353.506,22653.397,7737.076,1440.256,12762.159,6424.875,713.906,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,16,10.126582,6,34,14.782609,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,1,f,1,f,0,,0,,1,f,0,,não,POINT (-43.9634240484572 -21.430486528902275)
HierarquiaUrbana_Regic2007.3144,313640,3136405,MG,Joaquim Felício,3937,791.1,17351.62,5679.18,1138.05,9953.977,5310.253,580.413,5,Centro Local,,,Município Subordinado,0,,0,0,0,17,23.611111,6,13,8.227848,6,30,13.043478,6,1,1,235,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,2.540005,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-44.17241629446355 -17.758466327339356)
HierarquiaUrbana_Regic2007.3145,220320,2203206,PI,Curimatá,10360,2360.527,22534.235,3582.088,2130.336,16033.403,9777.718,788.408,4B,Centro de Zona B,,,Município Subordinado,0,,0,0,0,9,12.5,6,12,7.594937,6,21,9.130435,6,1,1,4942,8,1,0,0,0,0,0,0,0,10,2,435,6,0,,,0,0,0,1,0.965251,11,6,0,0,12,5,f,2,f,4,f,1,f,0,,0,,0,,0,,2,f,não,POINT (-44.30640379138181 -10.036418621075642)
HierarquiaUrbana_Regic2007.3146,210820,2108207,MA,Pedreiras,37984,288.507,166730.806,30511.935,16662.615,107183.021,26818.572,12373.235,3B,Centro Subregional B,3b,Centro sub-regional B,Centro de Zona,3,Médio para fraco,6,6,0,41,56.944444,4,49,31.012658,5,90,39.130435,5,4,3,32676,7,1,1,0,1,0,0,0,0,9,3,793,6,0,,,5,6,6,10,2.632687,50,4,0,0,79,28,d,13,d,13,e,12,e,13,e,0,,0,,13,e,13,e,,POINT (-44.59740123985889 -4.57438022222637)
HierarquiaUrbana_Regic2007.3147,211223,2112233,MA,Trizidela do Vale,18300,223.306,51916.009,12738.695,6816.109,29020.435,11377.591,3340.77,5,Centro Local,,,Município Subordinado,0,,0,0,0,23,31.944444,5,13,8.227848,6,36,15.652174,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0.546448,11,6,0,0,0,0,,0,,0,,1,f,0,,0,,0,,0,,0,,sim,POINT (-44.62840146704421 -4.538379941992699)
HierarquiaUrbana_Regic2007.3148,290970,2909703,BA,Cristópolis,13595,896.458,28336.9,4269.426,2911.782,19235.623,11065.996,1920.069,5,Centro Local,,,Município Subordinado,0,,0,0,0,12,16.666667,6,12,7.594937,6,24,10.434783,6,1,1,51,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0.735565,31,6,0,0,0,0,,0,,0,,1,f,0,,0,,0,,1,f,0,,não,POINT (-44.421407770365306 -12.234432769212932)
HierarquiaUrbana_Regic2007.3149,315320,3153202,MG,Presidente Juscelino,4257,696.639,21593.993,7586.371,4046.928,9083.23,5274.687,877.464,5,Centro Local,,,Município Subordinado,0,,0,0,0,12,16.666667,6,8,5.063291,6,20,8.695652,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-44.05841742373398 -18.63747146757409)
HierarquiaUrbana_Regic2007.3150,313865,3138658,MG,Lontra,7979,257.22,18046.899,1692.511,1936.694,13862.829,8291.844,554.865,5,Centro Local,,,Município Subordinado,0,,0,0,0,19,26.388889,6,11,6.962025,6,30,13.043478,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,1,f,0,,não,POINT (-44.30541336576231 -15.903455400120182)
HierarquiaUrbana_Regic2007.3151,315590,3155900,MG,Rio Preto,5388,347.097,26043.916,7411.363,1769.084,15703.862,6814.249,1159.607,5,Centro Local,,,Município Subordinado,0,,0,0,0,19,26.388889,6,20,12.658228,5,39,16.956522,6,1,1,1347,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,5.567929,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-43.828424819505315 -22.089490216283203)
HierarquiaUrbana_Regic2007.3152,312300,3123007,MG,Dores de Campos,9276,127.306,60141.163,997.489,24401.448,29521.731,10585.455,5220.495,5,Centro Local,,,Município Subordinado,0,,0,0,0,35,48.611111,5,25,15.822785,5,60,26.086957,6,1,0,1065,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,9,9.702458,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.02342364604945 -21.10948473041966)
HierarquiaUrbana_Regic2007.3153,210310,2103109,MA,Cedral,9841,262.278,18040.694,6059.054,1605.954,10014.947,6178.546,360.739,5,Centro Local,,,Município Subordinado,0,,0,0,0,8,11.111111,6,4,2.531646,6,12,5.217391,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,1,f,0,,0,,0,,0,,não,POINT (-44.53639972737224 -2.0003610707264032)
HierarquiaUrbana_Regic2007.3154,312720,3127206,MG,Funilândia,3639,201.656,17087.192,6773.192,1130.717,8566.264,4402.665,617.019,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,9,5.696203,6,23,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.05641923390884 -19.368475460744815)
HierarquiaUrbana_Regic2007.3155,313570,3135704,MG,Jequitibá,5491,446.01,32245.183,13526.259,4057.197,13137.649,6435.47,1524.078,5,Centro Local,,,Município Subordinado,0,,0,0,0,25,34.722222,5,28,17.721519,5,53,23.043478,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1.821162,0,7,0,0,0,0,,0,,0,,1,f,0,,0,,0,,0,,0,,não,POINT (-44.028418659531646 -19.236474810346245)
HierarquiaUrbana_Regic2007.3156,310560,3105608,MG,Barbacena,122377,788.001,972557.04,53991.838,255657.792,560915.446,152415.852,101991.964,3A,Centro Subregional A,3a,Centro sub-regional A,Capital Regional,5,Forte para médio,4,5,6,59,81.944444,3,100,63.291139,4,159,69.130435,4,8,7,76930,6,1,1,1,1,1,1,1,0,24,5,6638,5,0,,,3,5,5,210,17.160087,20,6,0,0,146,22,d,27,d,35,d,25,d,35,d,2,f,0,,23,d,24,d,,POINT (-43.774421835032015 -21.226485956349357)
HierarquiaUrbana_Regic2007.3157,313930,3139300,MG,Manga,20903,1968.082,76786.248,20827.885,6737.53,46229.309,23673.89,2991.524,4B,Centro de Zona B,,,Município Subordinado,0,,0,0,0,29,40.277778,5,33,20.886076,5,62,26.956522,6,1,1,6243,8,1,0,0,0,0,0,0,0,1,1,93,6,0,,,6,6,6,4,1.913601,0,7,0,0,13,5,f,2,f,2,f,1,f,2,f,1,f,0,,2,f,0,,sim,POINT (-43.93240803085957 -14.756449238000869)
HierarquiaUrbana_Regic2007.3158,314230,3142304,MG,Moeda,4506,154.228,17216.202,1875.456,1626.474,12853.484,5671.548,860.788,5,Centro Local,,,Município Subordinado,0,,0,0,0,20,27.777778,5,18,11.392405,5,38,16.521739,6,1,1,889,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,7,15.534842,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.05342174969097 -20.333480615136484)
HierarquiaUrbana_Regic2007.3159,211125,2111250,MA,São José dos Basílios,7282,362.617,15907.177,5873.605,1187.091,8614.805,5568.515,231.676,5,Centro Local,,,Município Subordinado,0,,0,0,0,2,2.777778,6,1,0.632911,6,3,1.304348,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.58440141547988 -5.051383697698911)
HierarquiaUrbana_Regic2007.3160,314200,3142007,MG,Mirabela,12769,720.828,33947.199,4534.456,3258.943,24837.423,14173.784,1316.377,5,Centro Local,,,Município Subordinado,0,,0,0,0,28,38.888889,5,23,14.556962,5,51,22.173913,6,1,1,1545,8,1,0,0,0,0,0,0,0,1,1,99,6,0,,,5,6,6,0,0,0,7,0,0,0,1,f,0,,2,f,0,,3,f,0,,0,,5,f,1,f,não,POINT (-44.16441293730035 -16.263457778494445)
HierarquiaUrbana_Regic2007.3161,314250,3142502,MG,Monjolos,2303,652.106,12688.114,5357.588,697.548,6272.907,3687.453,360.071,5,Centro Local,,,Município Subordinado,0,,0,0,0,6,8.333333,6,2,1.265823,6,8,3.478261,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-44.11941718303429 -18.32546960851212)
HierarquiaUrbana_Regic2007.3162,310590,3105905,MG,Barroso,19352,81.726,140981.053,1984.287,53624.291,68953.382,22513.961,16419.093,5,Centro Local,,,Município Subordinado,0,,0,0,0,37,51.388889,4,48,30.379747,5,85,36.956522,5,3,3,5074,8,1,1,1,0,0,0,0,0,1,1,55,6,0,,,5,6,6,27,13.952046,0,7,0,0,0,2,f,1,f,0,,3,f,1,f,0,,0,,0,,1,f,não,POINT (-43.976423464165755 -21.187485249518012)
HierarquiaUrbana_Regic2007.3163,292045,2920452,BA,Mansidão,11694,3142.825,21844.338,3156.46,2343.445,15828.221,10982.266,516.212,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,4,2.531646,6,11,4.782609,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,118,6,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,f,0,,não,POINT (-44.03440245046631 -10.716423470830803)
HierarquiaUrbana_Regic2007.3164,316090,3160900,MG,São Brás do Suaçuí,3488,110.442,60543.105,2495.654,2570.71,45611.295,5093.143,9865.446,5,Centro Local,,,Município Subordinado,0,,0,0,0,23,31.944444,5,20,12.658228,5,43,18.695652,6,1,1,165,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,2.866972,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-43.94942165791755 -20.625482400355832)
HierarquiaUrbana_Regic2007.3165,211030,2110302,MA,Santo Antônio dos Lopes,14225,770.19,33880.003,15928.056,2363.94,14884.011,7103.105,703.996,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,11,6.962025,6,22,9.565217,6,1,1,4247,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,2,f,0,,sim,POINT (-44.36039951649758 -4.869382510967802)
HierarquiaUrbana_Regic2007.3166,311490,3114907,MG,Casa Grande,2100,157.994,10447.446,3591.217,712.45,5810.587,3407.559,333.192,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,7,4.43038,6,14,6.086957,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-43.930421959380396 -20.79348332344425)
HierarquiaUrbana_Regic2007.3167,310620,3106200,MG,Belo Horizonte,5100265,6830.169,64764628.317,192569.654,18201777.936,34970069.669,6299543.359,11400211.058,1C,Metrópole,1c,Centro metropolitano regional,Metrópole Regional,8,Máximo,2,3,2,72,100,1,142,89.873418,2,214,93.043478,2,83,8,36907321,3,1,1,1,1,1,1,1,1,109,8,147497,2,2,27,"18,367346939",1,2,2,28132,55.157918,190,2,2,46,1989,294,a,202,a,207,a,207,a,320,a,353,a,406,a,216,a,107,a,,POINT (-43.95641954585057 -19.81747810805132)
HierarquiaUrbana_Regic2007.3168,311320,3113206,MG,Carandaí,22240,486.409,194790.45,42296.402,55237.687,79681.502,25765.572,17574.859,5,Centro Local,4b,Centro local B,Município Subordinado,0,,0,0,0,29,40.277778,5,49,31.012658,5,78,33.913043,5,3,3,20163,7,1,0,1,1,0,0,0,0,1,1,139,6,0,,,5,6,6,7,3.147482,0,7,0,0,0,2,f,5,f,0,,4,f,4,f,0,,0,,4,f,4,f,não,POINT (-43.80642134333358 -20.954484467717478)
HierarquiaUrbana_Regic2007.3169,315850,3158508,MG,Santana de Pirapama,8549,1220.985,38905.385,16052.673,4733.191,16628.724,8981.048,1490.797,5,Centro Local,,,Município Subordinado,0,,0,0,0,20,27.777778,5,14,8.860759,6,34,14.782609,6,1,1,181,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,1,f,0,,1,f,0,,0,,1,f,não,POINT (-44.04341820807693 -19.006473524542834)
HierarquiaUrbana_Regic2007.3170,210350,2103505,MA,Colinas,35692,2033.57,86505.165,25250.235,7255.446,51301.704,26260.746,2697.78,4B,Centro de Zona B,4b,Centro local B,Centro de Zona,2,Fraco,0,0,0,26,36.111111,5,24,15.189873,5,50,21.73913,6,2,2,11288,8,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0.56035,11,6,0,0,21,1,f,4,f,3,f,7,e,6,e,0,,0,,7,e,7,e,não,POINT (-44.249399390440686 -6.026390948189256)
HierarquiaUrbana_Regic2007.3171,313695,3136959,MG,Juvenília,6050,1076.889,17273.88,4279.369,1517.04,11001.138,6761.817,476.333,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,10,6.329114,6,24,10.434783,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1.652893,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-44.16040901346588 -14.263445837773435)
HierarquiaUrbana_Regic2007.3172,312965,3129657,MG,Ibiracatu,5898,359.22,15874.399,2892.356,1501.413,11165.609,7825.849,315.021,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,8,5.063291,6,19,8.26087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.16441171195421 -15.664454258601575)
HierarquiaUrbana_Regic2007.3173,210675,2106755,MA,Miranda do Norte,17742,353.553,30676.709,3686.175,3708.726,22201.057,13159.425,1080.751,5,Centro Local,,,Município Subordinado,0,,0,0,0,22,30.555556,5,13,8.227848,6,35,15.217391,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,270,6,0,,,6,6,6,0,0,0,7,0,0,0,5,f,1,f,0,,1,f,2,f,0,,0,,2,f,0,,não,POINT (-44.58440063945258 -3.5693728355580867)
HierarquiaUrbana_Regic2007.3174,211190,2111904,MA,Sucupira do Norte,10235,991.926,21283.56,8732.458,1578.831,10642.302,6364.275,329.969,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,3,1.898734,6,10,4.347826,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.192399274026684 -6.477394213352258)
HierarquiaUrbana_Regic2007.3175,314330,3143302,MG,Montes Claros,352384,3582.034,2573172.332,73291.787,653175.783,1506738.978,335550.07,339965.784,2B,Capital Regional B,2b,Centro regional B,Capital Regional,6,Forte,4,5,5,69,95.833333,2,114,72.151899,4,183,79.565217,3,10,8,183692,5,1,1,1,1,1,1,1,1,32,7,11504,4,0,,,2,4,4,563,15.976889,100,3,3,3,459,43,c,75,c,91,b,71,b,85,c,11,d,83,c,50,d,64,b,,POINT (-43.86241141235387 -16.735461120485997)
HierarquiaUrbana_Regic2007.3176,210663,2106631,MA,Matões do Norte,10576,781.963,18444.709,9369.862,1121.955,7740.405,5498.765,212.487,5,Centro Local,,,Município Subordinado,0,,0,0,0,0,0,0,1,0.632911,6,1,0.434783,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.55640044337351 -3.6323733150038526)
HierarquiaUrbana_Regic2007.3177,210910,2109106,MA,Presidente Dutra,40004,793.853,161746.918,13434.35,17592.269,116757.916,27281.843,13962.383,3B,Centro Subregional B,4b,Centro local B,Centro de Zona,3,Médio para fraco,6,6,0,34,47.222222,5,45,28.481013,5,79,34.347826,5,4,3,32190,7,1,1,0,1,0,0,0,0,0,0,0,0,0,,,5,6,6,1,0.249975,11,6,0,0,71,26,d,16,d,3,f,15,e,11,e,0,,0,,13,e,16,e,,POINT (-44.49040081576227 -5.290385486405269)
HierarquiaUrbana_Regic2007.3178,315380,3153806,MG,Queluzito,1826,153.038,12081.341,5631.391,596.028,5481.993,3110.741,371.929,5,Centro Local,,,Município Subordinado,0,,0,0,0,8,11.111111,6,12,7.594937,6,20,8.695652,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,10.952903,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-43.88442141771215 -20.740483159698236)
HierarquiaUrbana_Regic2007.3179,311800,3118007,MG,Congonhas,45984,305.579,468427.784,1866.248,225052.749,213994.862,73773.386,27513.925,4B,Centro de Zona B,,,Centro de Zona,0,,6,7,8,41,56.944444,4,67,42.405063,5,108,46.956522,5,6,5,29936,6,1,1,1,1,0,0,1,0,2,1,378,6,0,,,5,6,6,40,8.698678,0,7,0,0,21,7,e,5,f,0,,4,f,5,f,0,,0,,6,e,4,f,,POINT (-43.85842053487355 -20.500481965362116)
HierarquiaUrbana_Regic2007.3180,314795,3147956,MG,Patis,5346,444.646,14892.563,4058.974,1271.924,9218.596,6202.948,343.069,5,Centro Local,,,Município Subordinado,0,,0,0,0,8,11.111111,6,6,3.797468,6,14,6.086957,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.08241186683027 -16.07645684292174)
HierarquiaUrbana_Regic2007.3181,316240,3162401,MG,São João da Ponte,26091,1849.188,64760.57,16092.28,5906.21,41062.449,23994.506,1699.631,5,Centro Local,,,Município Subordinado,0,,0,0,0,19,26.388889,6,19,12.025316,5,38,16.521739,6,1,1,4527,8,1,0,0,0,0,0,0,0,1,1,100,6,0,,,5,6,6,1,0.383274,0,7,0,0,0,2,f,1,f,1,f,0,,2,f,0,,0,,1,f,1,f,sim,POINT (-44.00841094874491 -15.929456119830837)
HierarquiaUrbana_Regic2007.3182,210600,2106003,MA,Lima Campos,11365,321.932,23831.763,6036.332,2234.72,14729.047,7346.205,831.664,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,10,6.329114,6,28,12.173913,6,1,1,1298,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,1,f,0,,0,,0,,0,,0,,não,POINT (-44.46740017312298 -4.52037989984522)
HierarquiaUrbana_Regic2007.3183,312380,3123809,MG,Engenheiro Navarro,7079,631.974,23318.867,5530.664,2752.444,13982.542,7520.425,1053.217,5,Centro Local,,,Município Subordinado,0,,0,0,0,16,22.222222,6,9,5.696203,6,25,10.869565,6,1,1,231,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-43.95041334363307 -17.2804640819605)
HierarquiaUrbana_Regic2007.3184,290610,2906105,BA,Canápolis,10577,464.307,19039.718,2628.21,2125.027,13655.585,9424.202,630.896,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,12,7.594937,6,23,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,31,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,,POINT (-44.20240730580144 -13.070438382021438)
HierarquiaUrbana_Regic2007.3185,210905,2109056,MA,Porto Rico do Maranhão,6900,224.3,16573.07,7901.393,1050.038,7359.586,4511.736,262.053,5,Centro Local,,,Município Subordinado,0,,0,0,0,3,4.166667,6,4,2.531646,6,7,3.043478,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,6,0,,,0,0,0,0,0,33,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-44.60540025164629 -1.8933602404582837)
HierarquiaUrbana_Regic2007.3186,210540,2105401,MA,Itapecuru Mirim,54573,1165.585,131872.567,30427.4,16098.429,78379.48,34699.157,6967.258,5,Centro Local,4b,Centro local B,Centro de Zona,2,Fraco,0,0,0,27,37.5,5,31,19.620253,5,58,25.217391,6,2,2,8778,8,1,1,0,0,0,0,0,0,5,1,335,6,0,,,6,6,6,5,0.916204,0,7,0,0,0,1,f,2,f,1,f,3,f,0,,1,f,0,,1,f,1,f,não,POINT (-44.35939877046434 -3.3933716221275745)
HierarquiaUrbana_Regic2007.3187,313190,3131901,MG,Itabirito,41522,543.007,745720.555,3477.9,447487.763,247859.286,62795.109,46895.606,5,Centro Local,4b,Centro local B,Município Subordinado,0,,6,8,8,44,61.111111,4,77,48.734177,5,121,52.608696,4,5,5,45593,6,1,1,1,1,0,0,1,0,6,2,652,6,0,,,3,6,6,68,16.37686,0,7,0,0,0,2,f,0,,1,f,0,,0,,0,,0,,2,f,0,,sim,POINT (-43.80141937834376 -20.253480797859236)
HierarquiaUrbana_Regic2007.3188,315727,3157278,MG,Santa Bárbara do Monte Verde,2796,416.081,12827.389,4442.352,996.204,6980.717,3967.31,408.116,5,Centro Local,,,Município Subordinado,0,,0,0,0,12,16.666667,6,9,5.696203,6,21,9.130435,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-43.70242333862192 -21.95948988645899)
