"CMD_MIL_AREA","UF","MUNICIPIO","ENTIDADE","CURSO","LOCAL","INICIO","TERMINO","CARGA_HORARIA","EFETIVO_INICIAL","EFETIVO_FINAL","VALOR_HORA_AULA","VALOR_TOTAL",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",9-mai,20-mai,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte coletivo de passageiros","CFC Verde Oliva",10-mai,19-mai,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",30-mai,10-jun,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte de produtos perigosos","CFC Verde Oliva",31-mai,8-jun,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",13-jun,24-jun,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","cargas indivisíveis","CFC Verde Oliva",14-jun,22-jun,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",27-jun,8-jul,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte de emergência","CFC Verde Oliva",28-jun,6-jul,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",11-jul,22-jul,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte escolar","CFC Verde Oliva",12-jul,20-jul,50,25,17,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",25-jul,5-ago,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte coletivo de passageiros","CFC Verde Oliva",26-jul,3-ago,50,25,21,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",8-ago,19-ago,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte de produtos perigosos","CFC Verde Oliva",9-ago,17-ago,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",29-ago,9-set,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","cargas indivisíveis","CFC Verde Oliva",30-ago,8-set,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",12-set,23-set,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte de emergência","CFC Verde Oliva",13-set,22-set,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",26-set,7-out,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte escolar","CFC Verde Oliva",27-set,5-out,50,25,20,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",10-out,22-out,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte coletivo de passageiros","CFC Verde Oliva",11-out,20-out,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",24-out,4-nov,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte de produtos perigosos","CFC Verde Oliva",25-out,3-nov,50,25,23,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",7-nov,19-nov,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","cargas indivisíveis","CFC Verde Oliva",8-nov,17-nov,50,25,25,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",21-nov,2-dez,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","transporte de emergência","CFC Verde Oliva",22-nov,30-nov,50,25,23,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","4º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Verde Oliva",5-dez,16-dez,80,12,12,"R$ 5,00","R$ 4.800,00",,
"CMS","RS","SANTA MARIA","4º B Log","cargas indivisíveis","CFC Verde Oliva",6-dez,14-dez,50,22,22,"R$ 5,00","R$ 6.250,00",,
"CMS","RS","SANTA MARIA","ACERBI","atendimento pré-hospítalar","PqRMnt/3",15-ago,24-ago,80,150,150,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","operação e manutenção de motosseras","3º GACAP",5-jul,8-jul,32,7,7,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","operação e manutenção de motosseras","29º BIB",13-set,16-set,32,6,6,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","operação e manutenção de motosseras","13ª Cia DAM",8-nov,11-nov,32,6,6,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","educação ambiental","Cmdo 3ª DE",25-jul,26-jul,16,20,20,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","educação ambiental","29º BIB",27-set,28-set,16,25,25,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","educação ambiental","4º B Log",24-out,25-out,16,20,20,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","soldador","4º B Log",20-out,24-out,24,6,6,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","guasqueiro trabalho em couro","3º GAC AP",11-out,13-out,24,12,12,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","soldador","PqRMnt/3",25-out,27-out,24,6,6,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","eletricista","3º GACAP",26-out,28-out,24,18,18,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","eletricista","Cmdo 3ª DE",16-nov,18-nov,24,18,18,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","eletricista","CIBld",25-nov,29-nov,24,18,18,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","eletricista","4º B Log",30-nov,2-dez,24,18,18,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SENAR","eletricista","29º BIB",5-dez,7-dez,24,18,18,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SEST/SENAT","transporte de emergência","SENAT",26-ago,4-set,50,5,5,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SEST/SENAT","operador de empilhadeira","4º B Log",29-set,29-set,32,25,25,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SEST/SENAT","operador de ponte rolante","PqRMnt/3",21-nov,25-nov,40,20,25,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SEST/SENAT","operador de guindauto","4º B Log",21-nov,25-nov,40,20,25,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SEST/SENAT","frentista","4º B Log",26-nov,2-dez,40,24,24,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTA MARIA","SEST/SENAT","mecânica diesel básica","4º B Log",16-nov,29-nov,140,20,20,"R$ 2,86","R$ 8.000,00",,
"CMS","RS","SANTA MARIA","SENAC","master de garçom","SENAC",19-dez,30-dez,60,5,5,"R$ 0,00","R$ 0,00",,
"CMS","RS","SANTIAGO","9º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC Menna Berreto",1-abr,30-jun,100,20,20,"R$ 5,00","R$ 10.000,00",,
"CMS","RS","SANTO ÂNGELO","1º B Com","Mudança de Categoria de CNH (C; e D)","CFC 1º B Com",23-fev,6-jun,100,16,13,"R$ 5,00","R$ 10.000,00",,
"CMS","RS","SANTO ÂNGELO","1º B Com","Mudança de Categoria de CNH (C; e D)","CFC 1º B Com",8-jul,12-set,100,16,16,"R$ 5,00","R$ 8.000,00",,
"CMS","RS","SANTO ÂNGELO","SEST/SENAT","transporte produtos perigosos","SEST/SENAT",2-out,7-out,50,25,25,"R$ 5,00","R$ 4.000,00",,
"CMS","RS","SANTO ÂNGELO","SEST/SENAT","transporte coletivo de passageiros","SEST/SENAT",10-out,14-out,50,25,25,"R$ 5,00","R$ 4.000,00",,
"CMS","RS","SÃO GABRIEL","6º BE Cmb","Mudança de Categoria de CNH (C; D; e E)","6º BE Cmb",12-set,29-set,75,44,44,"R$ 5,00","R$ 14.863,41",,
"CMS","RS","SÃO GABRIEL","6º BE Cmb","Mudança de Categoria de CNH (C; D; e E)","6º BE Cmb",6-out,24-out,75,38,38,"R$ 5,00","R$ 12.836,59",,
"CMS","RS","SÃO GABRIEL","SEST/SENAT","transporte coletivo de passageiros","6º BE Cmb",21-nov,9-dez,50,24,24,"R$ 5,00","R$ 7.800,00",,
"CMS","RS","SÃO GABRIEL","SEST/SENAT","transporte coletivo de passageiros","9º RCB",21-nov,9-dez,50,15,15,"R$ 6,67","R$ 5.000,00",,
"CMS","RS","São Leopoldo","16º GAC AP","Mudança de Categoria de CNH (C; D; e E)","16º GAC AP",11-abr,1-set,100,13,13,"R$ 5,00","R$ 3.750,00",,
"CMS","RS","São Leopoldo","16º GAC AP","Mudança de Categoria de CNH (C; D; e E)","16º GAC AP",31-out,11-nov,100,10,10,"R$ 5,00","R$ 10.000,00",,
"CMS","RS","São Leopoldo","16º GAC AP","Mudança  categoria CNH (categoria D)","16º GAC AP",28-nov,23-dez,100,20,20,"R$ 5,00","R$ 10.000,00",,
"CMS","RS","São Leopoldo","16º GAC AP","mudança de categoria “D” e “E”","16º GAC AP",28-nov,23-dez,100,8,8,"R$ 5,00","R$ 4.000,00",,
"CMS","RS","São Leopoldo","CFC CABERLON","transporte de emergência ","CFC CABERLON",1-nov,30-nov,25,11,11,"R$ 3,92","R$ 1.078,00",,
"CMS","RS","São Leopoldo","CFC CABERLON","cargas indivisíveis ","CFC CABERLON",1-nov,30-nov,25,12,12,"R$ 3,92","R$ 1.176,00",,
"CMS","RS","São Leopoldo","CFC CABERLON","transporte de produtos perigosos ","CFC CABERLON",1-nov,30-nov,50,10,9,"R$ 3,58","R$ 1.790,00",,
"CMS","RS","São Leopoldo","CFC CABERLON","transporte escolar ","CFC CABERLON",1-nov,30-nov,50,10,10,"R$ 3,92","R$ 1.960,00",,
"CMS","SC","Blumenau","CEDUP","Helpdesk","CEDUP",27-jun,16-set,"200 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMS","SC","Blumenau","Blusoft","Desenvolvimento de sistemas em Filemaker","Pro Way",9-mai,7-out,"400 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMS","SC","Blumenau","Blusoft","Desenvolvimento de sistemas em COBOL","Pro Way",16-mai,7-out,"400 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMS","SC","Blumenau","Blusoft","Desenvolvimento de sistemas em PHP","Blusoft",16-mai,7-out,"400 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMS","SC","Criciúma","SEST/SENAT","Condutores de Veículos de Transporte de Emergência","Criciúma",22-ago,31-ago,"50 ","3 ","3 ","R$ 0,00","R$ 0,00",,
"CMS","SC","Criciúma","SEST/SENAT","Condutor de Movimentação de Produtos Perigosos (MOPP)","Criciúma",8-ago,12-ago,"50 ","3 ","3 ","R$ 0,00","R$ 0,00",,
"CMS","SC","São Miguel do Oeste","SENAI","Panificação e Confeitaria (pães básicos)","SENAI",25-fev,25-fev,"8 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMS","SC","São Miguel do Oeste","SENAI","Curso Profissionalizante Pedreiro,","SENAI",16-mai,17-jun,"160 ","20 ","20 ","R$ 0,00","R$ 0,00",,
"CMS","SC","São Miguel do Oeste","SENAI","Curso Profissionalizante Eletricista","SENAI",20-jun,22-jul,160,20,"20 ","R$ 0,00","R$ 0,00",,
"CMS","SC","São Miguel do Oeste","SENAI","Curso ProfissionalizanteInstalador Hidráulico","SENAI",25-jul,26-ago,160,20,"20 ","R$ 0,00","R$ 0,00",,
"CMS","SC","São Miguel do Oeste","SEST/SENAT","Condutor de Transporte Coletivo de passageiros","SEST/SENAT",18-abr,25-mai,"50 ","11 ","11 ","R$ 7,24","R$ 3.980,00",,
"CMS","SC","São Miguel do Oeste","SEST/SENAT","Condutor de Transporte de Emergência","SEST/SENAT",18-abr,25-mai,"50 ","11 ","11 ","R$ 7,24","R$ 3.980,00",,
"CMNE","SE","Aracajú","SENAC","Auxiliar de Cozinha","SENAC",14-set,2-dez,"220 ","3 ","3 ","R$ 1,36","R$ 900,00",,
"CMNE","SE","Aracajú","SENAC","Garçom","SENAC",7-nov,23-dez,"220 ","1 ","1 ","R$ 2,29","R$ 504,00",,
"CMNE","SE","Aracajú","SENAC","Preparo de Bolos e Tortas","SENAC",19-set,5-out,"39 ","1 ","1 ","R$ 4,69","R$ 183,00",,
"CMNE","SE","Aracajú","SENAC","Pizzaiolo","SENAC",5-out,17-out,"24 ","1 ","1 ","R$ 6,33","R$ 152,00",,
"CMNE","SE","Aracajú","SENAC","Salgadeiro","SENAC",3-out,30-nov,"160 ","1 ","1 ","R$ 1,61","R$ 258,00",,
"CMNE","SE","Aracajú","SENAC","Montagem e Manutenção de Micro","SENAC",7-nov,9-dez,"160 ","15 ",15,"R$ 5,21","R$ 12.500,00",,
"CMNE","SE","Aracajú","SENAI","Eletricista Predial Básico","SENAI",7-nov,5-dez,"100 ","20 ",20,"R$ 6,50","R$ 13.000,00",,
"CMSE","SP","Jundiaí","SENAI","Torneiro Mecânico","12º GAC",1-ago,10-out,160,7,7,"R$ 0,00","R$ 0,00",,
"CMSE","SP","Jundiaí","SENAI","Controle Dimensional","12º GAC",1-ago,10-out,160,9,9,"R$ 0,00","R$ 0,00",,
"CMSE","SP","Jundiaí","SENAI","Mecânico de Usinagem","12º GAC",1-ago,10-out,160,2,2,"R$ 0,00","R$ 0,00",,
"CMSE","SP","Pindamonhangaba","SENAI","Segurança em Instalações e Eletricidade NR10","SENAI",4-ago,12-ago,40,20,20,"R$ 0,00","R$ 0,00",,
"CMSE","SP","São Bernardo do Campo","Volkswagen","Tecnologia de Motores Ciclo Diesel","SENAI",22-ago,21-set,160,30,30,"R$ 0,00","R$ 0,00",,
"CMSE","SP","São Paulo","PMESP","MOPP","PMESP",6-jun,10-jun,36,5,5,"R$ 0,00","R$ 0,00",,
"CMSE","SP","São Paulo","PMESP","Transporte Coletivo de Passageiros","PMESP",4-abr,8-jun,36,9,5,"R$ 0,00","R$ 0,00",,
"CMSE","SP","São Paulo","SENAI","Soldador","2º B Log L",10-mai,18-jul,160,16,16,"R$ 0,00","R$ 0,00",,
"CMSE","SP","São Paulo","SENAI","Eletricista","SENAI",1-ago,10-out,160,16,16,"R$ 0,00","R$ 0,00",,
"CMSE","SP","São Paulo","SENAI","Op Empilhadeira","21º D Sup",10-ago,19-ago,24,12,12,"R$ 0,00","R$ 0,00",,
"CMSE","SP","São Paulo","EPT","Instrutor e Examinador DETRAN SP","EPT",6-jun,17-ago,180,15,15,"R$ 0,00","R$ 0,00",,
"CMSE","SP","Taubaté","Escola Municipal do Trabalho","Comandos Elétricos","EMT",3-fev,11-mai,160,2,2,"R$ 0,00","R$ 0,00",,
"CMSE","SP","Taubaté","SENAI","Op Empilhadeira","CavEx",10-ago,19-ago,24,12,12,"R$ 0,00","R$ 0,00",,
"CMP","TO","Palmas","SENAC","Curso de Pintor Predial","SENAC",16-mar,25-abr,"160 ","30 ","30 ","R$ 0,00","R$ 0,00",,
"CMP","TO","Palmas","SENAC","Curso de Recepcionista em meios de hospedagem","SENAC",23-fev,5-abr,"160 ","30 ","30 ","R$ 0,00","R$ 0,00",,
"CMP","TO","Palmas","SENAC","Curso de Garçom","SENAC",13-set,28-nov,"160 ","30 ","30 ","R$ 0,00","R$ 0,00",,
,,,,,,,,,"6902 ","6768 ",,"R$ 2.003.184,09",,
